ticket_id,created_at,customer_id,priority,channel,resolution_time_hours,first_contact_resolution,status,csat_score,category
TKT-2026040734,2026-04-24 03:15:00,CUST-8177,Medium,Mobile App,26.7,Yes,Closed,5,Account Management
TKT-2026040735,2026-04-24 04:15:00,CUST-8490,Medium,Web Portal,13.9,Yes,Closed,4,Billing & Payment
TKT-2026040736,2026-04-24 05:00:00,CUST-1292,High,Web Portal,6.2,Yes,In Progress,4,Account Management
TKT-2026040737,2026-04-24 05:00:00,CUST-5713,Medium,Web Portal,23.3,Yes,Closed,3,Network Outage
TKT-2026040738,2026-04-24 09:15:00,CUST-3692,Low,Email,11.9,Yes,Closed,5,Technical Support
TKT-2026040739,2026-04-24 09:45:00,CUST-5709,Medium,Web Portal,12.6,Yes,In Progress,5,Technical Support
TKT-2026040740,2026-04-24 10:30:00,CUST-6783,Medium,Web Portal,6.2,Yes,Closed,4,Technical Support
TKT-2026040741,2026-04-24 11:30:00,CUST-1592,High,Email,31.8,No,Closed,2,Technical Support
TKT-2026040742,2026-04-24 12:00:00,CUST-9993,Medium,Web Portal,22.8,Yes,In Progress,3,Billing & Payment
TKT-2026040743,2026-04-24 14:00:00,CUST-1130,Medium,Email,7.2,Yes,Closed,5,Technical Support
TKT-2026040744,2026-04-24 14:30:00,CUST-6755,Medium,Web Portal,18.7,Yes,Closed,4,Billing & Payment
TKT-2026040745,2026-04-24 15:00:00,CUST-4391,Medium,Email,39.0,No,Escalated,1,Account Management
TKT-2026040746,2026-04-24 15:15:00,CUST-2714,High,Web Portal,6.7,Yes,Closed,4,Account Management
TKT-2026040747,2026-04-24 16:00:00,CUST-4135,High,Web Portal,12.9,Yes,Closed,3,Account Management
TKT-2026040748,2026-04-24 16:45:00,CUST-3410,Urgent,Web Portal,5.9,Yes,Closed,5,Account Management
TKT-2026040749,2026-04-24 19:00:00,CUST-5053,Medium,Web Portal,33.2,Yes,Closed,5,Account Management
TKT-2026040750,2026-04-24 19:00:00,CUST-9253,Medium,Mobile App,8.3,Yes,Escalated,4,Network Outage
TKT-2026040751,2026-04-24 20:00:00,CUST-1595,Low,Email,5.5,Yes,Closed,5,General Inquiry
TKT-2026040752,2026-04-24 20:30:00,CUST-7230,Low,Email,6.9,Yes,Closed,3,Technical Support
TKT-2026040753,2026-04-25 00:00:00,CUST-7354,Medium,Web Portal,8.0,Yes,Closed,5,Billing & Payment
TKT-2026040754,2026-04-25 00:00:00,CUST-9622,Medium,Web Portal,7.2,Yes,Closed,5,Technical Support
TKT-2026040755,2026-04-25 01:00:00,CUST-8405,Low,Web Portal,6.0,Yes,Closed,5,Network Outage
TKT-2026040756,2026-04-25 02:15:00,CUST-2790,High,Web Portal,11.5,No,Closed,1,General Inquiry
TKT-2026040757,2026-04-25 03:00:00,CUST-9254,Medium,Email,32.9,Yes,Closed,5,Billing & Payment
TKT-2026040758,2026-04-25 03:15:00,CUST-6167,Medium,Email,30.4,Yes,Closed,5,Technical Support
TKT-2026040759,2026-04-25 03:30:00,CUST-3949,Low,Web Portal,8.7,No,Closed,2,Billing & Payment
TKT-2026040760,2026-04-25 05:15:00,CUST-2419,Medium,Email,4.6,No,Closed,1,Technical Support
TKT-2026040761,2026-04-25 06:45:00,CUST-2282,Medium,Web Portal,76.7,Yes,In Progress,4,Network Outage
TKT-2026040762,2026-04-25 07:00:00,CUST-1308,Low,Email,21.3,Yes,Escalated,4,Technical Support
TKT-2026040763,2026-04-25 07:15:00,CUST-4130,Medium,Web Portal,4.2,Yes,Closed,5,Billing & Payment
TKT-2026040764,2026-04-25 07:45:00,CUST-2287,Urgent,Web Portal,5.1,Yes,Closed,3,Billing & Payment
TKT-2026040765,2026-04-25 08:00:00,CUST-4981,Low,Web Portal,5.2,No,Closed,2,Technical Support
TKT-2026040766,2026-04-25 08:30:00,CUST-8272,Low,Web Portal,55.6,Yes,Closed,2,Account Management
TKT-2026040767,2026-04-25 09:15:00,CUST-1756,Low,Mobile App,20.0,Yes,Closed,5,Billing & Payment
TKT-2026040768,2026-04-25 09:15:00,CUST-9354,Medium,Web Portal,22.3,Yes,Closed,5,Account Management
TKT-2026040769,2026-04-25 11:15:00,CUST-4505,Medium,Email,24.6,Yes,Closed,3,General Inquiry
TKT-2026040770,2026-04-25 11:30:00,CUST-3542,Medium,Web Portal,19.9,Yes,Closed,5,Billing & Payment
TKT-2026040771,2026-04-25 11:45:00,CUST-6148,High,Web Portal,5.8,No,Closed,1,Billing & Payment
TKT-2026040772,2026-04-25 13:15:00,CUST-8936,Medium,Email,5.7,Yes,Closed,5,Account Management
TKT-2026040773,2026-04-25 13:15:00,CUST-2620,High,Email,11.1,No,Closed,1,Account Management
TKT-2026040774,2026-04-25 14:00:00,CUST-9951,Medium,Email,17.5,Yes,Closed,4,Technical Support
TKT-2026040775,2026-04-25 14:00:00,CUST-7071,High,Email,4.4,Yes,Escalated,5,Network Outage
TKT-2026040776,2026-04-25 15:00:00,CUST-1435,High,Email,27.9,Yes,Closed,3,Account Management
TKT-2026040777,2026-04-25 15:00:00,CUST-7318,Low,Web Portal,66.5,Yes,Closed,1,Billing & Payment
TKT-2026040778,2026-04-25 15:45:00,CUST-5588,High,Mobile App,9.8,Yes,Closed,5,Billing & Payment
TKT-2026040779,2026-04-25 16:45:00,CUST-4440,Medium,Web Portal,19.1,No,Closed,1,General Inquiry
TKT-2026040780,2026-04-25 18:00:00,CUST-9133,High,Email,19.8,No,Closed,1,Billing & Payment
TKT-2026040781,2026-04-25 18:15:00,CUST-1384,Low,Email,7.3,Yes,Closed,5,Network Outage
TKT-2026040782,2026-04-25 19:30:00,CUST-4744,Medium,Email,12.2,Yes,Closed,5,Technical Support
TKT-2026040783,2026-04-25 20:00:00,CUST-7652,Medium,Web Portal,6.5,Yes,In Progress,4,Network Outage
TKT-2026040784,2026-04-25 20:00:00,CUST-2349,Urgent,Mobile App,58.7,No,Closed,3,Technical Support
TKT-2026040785,2026-04-25 21:15:00,CUST-9109,Medium,Email,6.0,Yes,Closed,5,General Inquiry
TKT-2026040786,2026-04-25 22:15:00,CUST-8095,Low,Web Portal,4.2,Yes,Closed,5,Network Outage
TKT-2026040787,2026-04-25 22:30:00,CUST-8758,High,Web Portal,5.3,Yes,Closed,5,Account Management
TKT-2026040788,2026-04-25 22:45:00,CUST-5043,Medium,Email,7.1,Yes,Escalated,5,Technical Support
TKT-2026040789,2026-04-25 23:30:00,CUST-3772,Low,Email,11.9,No,Closed,4,Billing & Payment
TKT-2026040790,2026-04-26 00:15:00,CUST-2536,High,Web Portal,41.6,Yes,Closed,5,Account Management
TKT-2026040791,2026-04-26 02:15:00,CUST-8526,Low,Email,16.6,Yes,Closed,4,Account Management
TKT-2026040792,2026-04-26 03:00:00,CUST-2723,Low,Web Portal,18.4,Yes,Closed,5,Network Outage
TKT-2026040793,2026-04-26 04:00:00,CUST-1269,Low,Mobile App,14.1,Yes,In Progress,5,Technical Support
TKT-2026040794,2026-04-26 05:15:00,CUST-7058,High,Email,11.9,No,In Progress,1,Billing & Payment
TKT-2026040795,2026-04-26 05:30:00,CUST-9964,Low,Email,5.3,Yes,In Progress,5,Billing & Payment
TKT-2026040796,2026-04-26 06:00:00,CUST-6208,Low,Web Portal,11.1,No,Closed,3,Technical Support
TKT-2026040797,2026-04-26 06:00:00,CUST-6432,Low,Web Portal,16.2,Yes,Closed,5,Account Management
TKT-2026040798,2026-04-26 07:00:00,CUST-5212,Medium,Email,10.4,Yes,Closed,4,Billing & Payment
TKT-2026040799,2026-04-26 08:00:00,CUST-4934,Medium,Web Portal,5.2,Yes,Closed,5,Network Outage
TKT-2026040800,2026-04-26 08:00:00,CUST-9876,Medium,Mobile App,6.6,Yes,Closed,4,Network Outage
TKT-2026040801,2026-04-26 09:00:00,CUST-1020,Medium,Email,13.0,Yes,Escalated,4,Network Outage
TKT-2026040802,2026-04-26 09:00:00,CUST-5852,Medium,Mobile App,39.1,Yes,Closed,4,Technical Support
TKT-2026040803,2026-04-26 10:30:00,CUST-9576,Low,Mobile App,9.6,Yes,Closed,5,Account Management
TKT-2026040804,2026-04-26 10:30:00,CUST-1977,High,Email,4.9,No,Closed,1,General Inquiry
TKT-2026040805,2026-04-26 11:00:00,CUST-4578,Low,Email,5.4,Yes,Closed,5,Technical Support
TKT-2026040806,2026-04-26 11:45:00,CUST-8805,Medium,Web Portal,6.0,No,Closed,1,Account Management
TKT-2026040807,2026-04-26 12:30:00,CUST-5194,Medium,Web Portal,9.1,Yes,Closed,3,Technical Support
TKT-2026040808,2026-04-26 13:00:00,CUST-5874,Low,Mobile App,21.5,Yes,Closed,5,Billing & Payment
TKT-2026040809,2026-04-26 13:15:00,CUST-1657,High,Web Portal,7.9,Yes,Closed,5,Network Outage
TKT-2026040810,2026-04-26 14:15:00,CUST-4229,Medium,Email,12.9,Yes,Closed,3,Technical Support
TKT-2026040811,2026-04-26 14:30:00,CUST-1921,Medium,Web Portal,37.4,No,Escalated,1,Billing & Payment
TKT-2026040812,2026-04-26 16:45:00,CUST-7541,Low,Email,5.2,Yes,Closed,5,General Inquiry
TKT-2026040813,2026-04-26 16:45:00,CUST-7610,Urgent,Web Portal,24.3,No,Closed,1,Account Management
TKT-2026040814,2026-04-26 17:30:00,CUST-4217,Medium,Email,4.7,Yes,Closed,4,Billing & Payment
TKT-2026040815,2026-04-26 17:30:00,CUST-1853,Medium,Web Portal,17.2,Yes,In Progress,4,Network Outage
TKT-2026040816,2026-04-26 17:45:00,CUST-4737,High,Web Portal,8.3,Yes,Closed,5,Billing & Payment
TKT-2026040817,2026-04-26 18:00:00,CUST-8403,Low,Web Portal,25.0,No,Escalated,1,Technical Support
TKT-2026040818,2026-04-26 18:45:00,CUST-7891,Medium,Email,5.4,Yes,Closed,5,General Inquiry
TKT-2026040819,2026-04-26 20:15:00,CUST-8925,Low,Web Portal,9.8,Yes,Closed,5,Billing & Payment
TKT-2026040820,2026-04-26 21:30:00,CUST-3907,Low,Email,12.4,Yes,Closed,4,Technical Support
TKT-2026040821,2026-04-26 21:45:00,CUST-2611,Medium,Email,21.6,Yes,In Progress,5,Account Management
TKT-2026040822,2026-04-26 22:15:00,CUST-3073,Medium,Email,6.6,Yes,Closed,5,Account Management
TKT-2026040823,2026-04-26 22:45:00,CUST-2693,High,Email,13.5,Yes,Closed,5,Account Management
TKT-2026040824,2026-04-27 00:45:00,CUST-8683,High,Email,9.9,Yes,Closed,5,Account Management
TKT-2026040825,2026-04-27 02:30:00,CUST-7850,Medium,Email,22.0,Yes,Closed,5,Technical Support
TKT-2026040826,2026-04-27 03:30:00,CUST-9274,Low,Mobile App,7.0,Yes,Closed,5,Billing & Payment
TKT-2026040827,2026-04-27 03:45:00,CUST-2079,Urgent,Mobile App,6.5,Yes,Closed,5,Account Management
TKT-2026040828,2026-04-27 03:45:00,CUST-8501,Low,Web Portal,7.3,No,Closed,1,Account Management
TKT-2026040829,2026-04-27 04:15:00,CUST-8550,Urgent,Email,56.9,No,Closed,1,Billing & Payment
TKT-2026040830,2026-04-27 04:30:00,CUST-6479,High,Email,17.2,Yes,Closed,4,General Inquiry
TKT-2026040831,2026-04-27 05:00:00,CUST-6342,Low,Mobile App,6.1,Yes,Closed,4,Network Outage
TKT-2026040832,2026-04-27 05:00:00,CUST-8996,High,Email,10.0,Yes,Closed,5,Billing & Payment
TKT-2026040833,2026-04-27 06:15:00,CUST-6457,Low,Email,33.9,Yes,In Progress,3,Technical Support
TKT-2026040834,2026-04-27 06:45:00,CUST-6394,Low,Web Portal,7.6,Yes,Closed,4,Technical Support
TKT-2026040835,2026-04-27 06:45:00,CUST-7746,Medium,Email,11.5,Yes,Closed,5,Billing & Payment
TKT-2026040836,2026-04-27 07:00:00,CUST-9329,Urgent,Web Portal,15.0,Yes,Closed,4,Technical Support
TKT-2026040837,2026-04-27 07:00:00,CUST-5140,Low,Email,8.6,Yes,Closed,4,Billing & Payment
TKT-2026040838,2026-04-27 08:15:00,CUST-7778,Low,Mobile App,37.3,No,Closed,2,General Inquiry
TKT-2026040839,2026-04-27 08:30:00,CUST-7620,Low,Mobile App,21.1,Yes,Closed,3,Billing & Payment
TKT-2026040840,2026-04-27 09:00:00,CUST-6003,High,Email,5.5,Yes,In Progress,5,Billing & Payment
TKT-2026040841,2026-04-27 10:15:00,CUST-3625,Low,Email,34.2,Yes,In Progress,5,Account Management
TKT-2026040842,2026-04-27 11:15:00,CUST-2068,Low,Web Portal,10.1,Yes,Closed,5,Network Outage
TKT-2026040843,2026-04-27 11:30:00,CUST-5633,Low,Web Portal,24.3,Yes,Closed,5,Technical Support
TKT-2026040844,2026-04-27 12:00:00,CUST-2459,Low,Web Portal,56.1,Yes,Closed,3,Billing & Payment
TKT-2026040845,2026-04-27 12:15:00,CUST-8264,Low,Email,10.8,Yes,Closed,5,General Inquiry
TKT-2026040846,2026-04-27 12:15:00,CUST-1469,Urgent,Web Portal,39.2,No,Closed,2,Technical Support
TKT-2026040847,2026-04-27 14:30:00,CUST-7789,High,Web Portal,6.3,Yes,Escalated,5,Account Management
TKT-2026040848,2026-04-27 15:15:00,CUST-7907,Medium,Email,6.3,Yes,Closed,4,Technical Support
TKT-2026040849,2026-04-27 17:00:00,CUST-6265,Low,Web Portal,11.5,No,Escalated,1,Account Management
TKT-2026040850,2026-04-27 17:15:00,CUST-4962,Low,Web Portal,7.1,Yes,Closed,4,General Inquiry
TKT-2026040851,2026-04-27 17:45:00,CUST-2286,Medium,Email,19.3,Yes,Closed,5,Billing & Payment
TKT-2026040852,2026-04-27 18:00:00,CUST-3101,Low,Email,4.3,Yes,Closed,4,Account Management
TKT-2026040853,2026-04-27 18:30:00,CUST-6559,Urgent,Email,11.3,Yes,Closed,5,General Inquiry
TKT-2026040854,2026-04-27 19:30:00,CUST-9477,Low,Email,8.8,Yes,In Progress,5,Billing & Payment
TKT-2026040855,2026-04-27 19:30:00,CUST-3037,Low,Web Portal,8.6,Yes,Closed,5,Account Management
TKT-2026040856,2026-04-27 20:30:00,CUST-6457,High,Web Portal,49.0,Yes,Closed,2,Account Management
TKT-2026040857,2026-04-27 21:30:00,CUST-7119,High,Email,21.9,No,Closed,2,Technical Support
TKT-2026040858,2026-04-27 21:30:00,CUST-8837,Medium,Email,9.3,Yes,Closed,5,Billing & Payment
TKT-2026040859,2026-04-27 22:15:00,CUST-6127,Medium,Web Portal,78.5,Yes,Closed,2,Network Outage
TKT-2026040860,2026-04-27 22:45:00,CUST-3283,Low,Email,11.1,Yes,Closed,5,Billing & Payment
TKT-2026040861,2026-04-27 22:45:00,CUST-8844,Low,Email,49.9,Yes,In Progress,2,Account Management
TKT-2026040862,2026-04-27 23:45:00,CUST-9803,Low,Email,25.6,Yes,Closed,5,Billing & Payment
TKT-2026040863,2026-04-28 00:00:00,CUST-8157,Low,Email,10.5,Yes,Closed,4,Account Management
TKT-2026040864,2026-04-28 00:15:00,CUST-5640,Low,Email,17.4,No,Closed,1,Technical Support
TKT-2026040865,2026-04-28 00:30:00,CUST-9713,High,Web Portal,53.0,No,Closed,1,Technical Support
TKT-2026040866,2026-04-28 00:45:00,CUST-7210,Medium,Email,24.5,Yes,In Progress,5,Billing & Payment
TKT-2026040867,2026-04-28 01:30:00,CUST-9537,Medium,Web Portal,12.1,No,Closed,1,Network Outage
TKT-2026040868,2026-04-28 03:00:00,CUST-6259,Medium,Web Portal,36.7,Yes,Escalated,5,Network Outage
TKT-2026040869,2026-04-28 03:15:00,CUST-6865,Medium,Email,7.4,Yes,Escalated,5,Technical Support
TKT-2026040870,2026-04-28 04:45:00,CUST-7241,Low,Email,16.2,No,Closed,2,Billing & Payment
TKT-2026040871,2026-04-28 06:15:00,CUST-3184,Urgent,Web Portal,10.8,Yes,Closed,5,Network Outage
TKT-2026040872,2026-04-28 06:15:00,CUST-9046,Low,Mobile App,8.5,Yes,In Progress,5,Account Management
TKT-2026040873,2026-04-28 06:30:00,CUST-6916,Low,Web Portal,23.1,Yes,Closed,5,Technical Support
TKT-2026040874,2026-04-28 07:00:00,CUST-2459,Low,Web Portal,29.9,Yes,Closed,3,Account Management
TKT-2026040875,2026-04-28 07:30:00,CUST-7335,High,Web Portal,10.7,Yes,Closed,4,Billing & Payment
TKT-2026040876,2026-04-28 08:30:00,CUST-9870,Low,Email,8.1,Yes,In Progress,5,Technical Support
TKT-2026040877,2026-04-28 10:15:00,CUST-1853,Low,Email,14.5,Yes,Closed,5,Account Management
TKT-2026040878,2026-04-28 13:00:00,CUST-5207,Urgent,Web Portal,8.5,Yes,Closed,4,Billing & Payment
TKT-2026040879,2026-04-28 13:15:00,CUST-4733,Low,Email,7.0,Yes,Closed,4,Technical Support
TKT-2026040880,2026-04-28 13:30:00,CUST-4404,Medium,Mobile App,27.9,Yes,Closed,4,Account Management
TKT-2026040881,2026-04-28 14:15:00,CUST-4014,Low,Email,18.1,Yes,Closed,5,Technical Support
TKT-2026040882,2026-04-28 14:45:00,CUST-2435,Medium,Email,9.7,Yes,Closed,5,General Inquiry
TKT-2026040883,2026-04-28 15:30:00,CUST-4364,Medium,Email,14.7,Yes,Escalated,4,Billing & Payment
TKT-2026040884,2026-04-28 15:30:00,CUST-8647,Low,Email,4.4,No,Closed,1,Technical Support
TKT-2026040885,2026-04-28 16:45:00,CUST-3711,Medium,Email,4.3,No,Closed,2,General Inquiry
TKT-2026040886,2026-04-28 17:15:00,CUST-2618,Urgent,Email,48.0,Yes,In Progress,4,Technical Support
TKT-2026040887,2026-04-28 18:30:00,CUST-8807,Low,Web Portal,8.5,Yes,Closed,3,General Inquiry
TKT-2026040888,2026-04-28 20:00:00,CUST-9701,Low,Email,5.0,No,Closed,2,Billing & Payment
TKT-2026040889,2026-04-28 21:45:00,CUST-3607,Low,Email,34.4,No,Closed,1,Technical Support
TKT-2026040890,2026-04-28 22:00:00,CUST-7864,Low,Web Portal,30.2,No,Closed,2,Network Outage
TKT-2026040891,2026-04-28 23:30:00,CUST-2144,Low,Mobile App,24.2,No,Closed,1,Billing & Payment
TKT-2026040892,2026-04-28 23:30:00,CUST-3805,Medium,Web Portal,14.1,Yes,Closed,5,Billing & Payment
TKT-2026040893,2026-04-29 00:45:00,CUST-4386,Medium,Email,29.7,Yes,Closed,5,Account Management
TKT-2026040894,2026-04-29 03:15:00,CUST-3400,Medium,Web Portal,7.8,No,Closed,2,Account Management
TKT-2026040895,2026-04-29 03:30:00,CUST-2743,Medium,Email,5.5,No,In Progress,3,Network Outage
TKT-2026040896,2026-04-29 04:45:00,CUST-9467,Medium,Email,14.4,No,Escalated,2,Technical Support
TKT-2026040897,2026-04-29 06:15:00,CUST-7111,Low,Mobile App,8.6,Yes,Closed,4,Billing & Payment
TKT-2026040898,2026-04-29 07:15:00,CUST-2114,High,Web Portal,6.2,No,Closed,1,General Inquiry
TKT-2026040899,2026-04-29 07:15:00,CUST-2145,High,Email,23.3,Yes,Closed,3,Network Outage
TKT-2026040900,2026-04-29 07:15:00,CUST-1574,High,Email,35.9,No,Closed,1,Technical Support
TKT-2026040901,2026-04-29 07:45:00,CUST-3572,Medium,Web Portal,44.7,Yes,In Progress,5,Billing & Payment
TKT-2026040902,2026-04-29 08:45:00,CUST-8899,High,Web Portal,8.6,No,Closed,2,General Inquiry
TKT-2026040903,2026-04-29 09:00:00,CUST-7304,Urgent,Email,29.0,No,Escalated,1,Technical Support
TKT-2026040904,2026-04-29 09:15:00,CUST-5621,Low,Email,76.4,Yes,In Progress,2,General Inquiry
TKT-2026040905,2026-04-29 09:45:00,CUST-9726,Low,Email,33.5,Yes,Closed,3,Account Management
TKT-2026040906,2026-04-29 11:45:00,CUST-2286,Urgent,Web Portal,39.3,No,Closed,3,Billing & Payment
TKT-2026040907,2026-04-29 12:00:00,CUST-6628,High,Email,29.6,No,Closed,1,Technical Support
TKT-2026040908,2026-04-29 13:45:00,CUST-7224,Urgent,Mobile App,9.0,No,In Progress,1,Billing & Payment
TKT-2026040909,2026-04-29 16:15:00,CUST-9988,Low,Email,71.3,Yes,Closed,1,General Inquiry
TKT-2026040910,2026-04-29 16:45:00,CUST-5961,Low,Mobile App,10.1,No,Closed,1,Billing & Payment
TKT-2026040911,2026-04-29 16:45:00,CUST-6371,Medium,Mobile App,67.9,Yes,Closed,1,Account Management
TKT-2026040912,2026-04-29 19:30:00,CUST-6656,Urgent,Email,53.6,Yes,In Progress,2,Technical Support
TKT-2026040913,2026-04-29 20:00:00,CUST-8769,Medium,Web Portal,25.7,Yes,Closed,5,Technical Support
TKT-2026040914,2026-04-29 21:00:00,CUST-9303,Low,Email,31.3,Yes,Closed,5,Billing & Payment
TKT-2026040915,2026-04-29 21:00:00,CUST-7189,Low,Web Portal,6.0,Yes,Closed,5,Technical Support
TKT-2026040916,2026-04-29 21:45:00,CUST-9130,Urgent,Email,99.9,Yes,Closed,1,Technical Support
TKT-2026040917,2026-04-29 23:00:00,CUST-9326,Medium,Email,14.6,Yes,Closed,5,Technical Support
TKT-2026040918,2026-04-29 23:45:00,CUST-2968,High,Web Portal,6.5,Yes,Escalated,4,Account Management
TKT-2026040919,2026-04-30 00:45:00,CUST-1935,Low,Web Portal,14.2,Yes,Closed,3,Technical Support
TKT-2026040920,2026-04-30 02:15:00,CUST-8300,Low,Web Portal,79.0,Yes,Closed,1,Billing & Payment
TKT-2026040921,2026-04-30 03:15:00,CUST-6851,High,Email,63.9,No,Closed,1,Technical Support
TKT-2026040922,2026-04-30 03:30:00,CUST-5852,Medium,Web Portal,43.8,Yes,Closed,5,Network Outage
TKT-2026040923,2026-04-30 03:30:00,CUST-3535,High,Email,12.4,Yes,Closed,5,Network Outage
TKT-2026040924,2026-04-30 05:30:00,CUST-1521,Low,Email,6.3,Yes,Closed,5,Account Management
TKT-2026040925,2026-04-30 05:30:00,CUST-4749,Urgent,Mobile App,12.0,Yes,Closed,5,Billing & Payment
TKT-2026040926,2026-04-30 05:45:00,CUST-2979,Low,Web Portal,12.8,Yes,Closed,5,Network Outage
TKT-2026040927,2026-04-30 07:45:00,CUST-7890,Medium,Email,8.5,Yes,Closed,4,Technical Support
TKT-2026040928,2026-04-30 08:00:00,CUST-6044,High,Web Portal,15.9,Yes,In Progress,5,Billing & Payment
TKT-2026040929,2026-04-30 09:00:00,CUST-3127,High,Email,66.5,No,Closed,2,Technical Support
TKT-2026040930,2026-04-30 09:15:00,CUST-6989,Low,Web Portal,13.9,Yes,Closed,4,Technical Support
TKT-2026040931,2026-04-30 09:30:00,CUST-8293,High,Mobile App,31.5,Yes,Closed,3,General Inquiry
TKT-2026040932,2026-04-30 09:45:00,CUST-2012,Medium,Email,44.8,Yes,Closed,4,General Inquiry
TKT-2026040933,2026-04-30 09:45:00,CUST-8860,Medium,Email,25.8,Yes,Closed,5,General Inquiry
TKT-2026040934,2026-04-30 10:00:00,CUST-4279,Medium,Mobile App,17.6,No,Closed,1,Account Management
TKT-2026040935,2026-04-30 10:00:00,CUST-2890,Low,Web Portal,24.0,Yes,Closed,4,Network Outage
TKT-2026040936,2026-04-30 12:00:00,CUST-3907,High,Web Portal,12.3,Yes,Closed,4,Network Outage
TKT-2026040937,2026-04-30 13:00:00,CUST-4114,High,Web Portal,52.1,Yes,Escalated,1,Technical Support
TKT-2026040938,2026-04-30 14:15:00,CUST-2109,Low,Web Portal,17.3,Yes,Closed,4,Technical Support
TKT-2026040939,2026-04-30 14:45:00,CUST-4319,Low,Email,20.4,Yes,Closed,3,Billing & Payment
TKT-2026040940,2026-04-30 15:00:00,CUST-2327,High,Email,77.9,Yes,In Progress,1,Billing & Payment
TKT-2026040941,2026-04-30 15:00:00,CUST-6729,Medium,Email,25.9,Yes,Closed,5,Billing & Payment
TKT-2026040942,2026-04-30 16:45:00,CUST-6234,Medium,Email,34.4,No,Closed,2,Billing & Payment
TKT-2026040943,2026-04-30 17:30:00,CUST-6790,Low,Email,25.7,No,Closed,1,Billing & Payment
TKT-2026040944,2026-04-30 17:45:00,CUST-3046,Low,Web Portal,8.1,Yes,Escalated,4,Account Management
TKT-2026040945,2026-04-30 17:45:00,CUST-6276,Medium,Email,23.7,Yes,Closed,5,Billing & Payment
TKT-2026040946,2026-04-30 18:30:00,CUST-4042,Medium,Mobile App,6.1,Yes,Closed,5,Technical Support
TKT-2026040947,2026-04-30 19:15:00,CUST-6888,High,Mobile App,97.0,No,Closed,3,Technical Support
TKT-2026040948,2026-04-30 19:30:00,CUST-8923,Low,Email,21.2,Yes,Closed,4,Account Management
TKT-2026040949,2026-04-30 19:45:00,CUST-2478,High,Email,27.0,No,In Progress,1,Billing & Payment
TKT-2026040950,2026-04-30 20:00:00,CUST-2264,Medium,Web Portal,20.2,No,Closed,1,Billing & Payment
